_id,beneficiary_name,beneficiary_address,project_name,project_description,total_amount,project_status,management_authority,amount,amount_kind,approval_date,beneficiary_city,beneficiary_country,beneficiary_country_code,beneficiary_county,beneficiary_id,beneficiary_nuts_code,beneficiary_nuts_region,beneficiary_person,beneficiary_postal_code,beneficiary_url,cci_program_code,cci_program_title,completion_date,currency,eu_cofinancing_amount,eu_cofinancing_amount_eligible,eu_cofinancing_rate,european_investment_bank,final_payment_date,first_payment_date,fund_acronym,fund_name,funding_period,funding_period_number,member_state_amount,operational_programme,priority_label,priority_number,project_id,source,starting_date,theme_code,theme_name,third_party_amount,total_amount_applied,total_amount_eligible
8155,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8156,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8157,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,650.0,,,650.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8158,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8159,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8160,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,780.0,,,780.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8161,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8162,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8163,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8164,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,600.0,,,600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8165,WIMTEC  Elektronische Steuerungs- u. Meßgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8166,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8167,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8168,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8169,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8170,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8171,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8172,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8173,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8174,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2370.0,,,2370.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8175,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8176,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1560.0,,,1560.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8177,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8178,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8179,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8180,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8181,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8182,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8183,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8184,WIMTEC Elektronische Steuerungs- und Meßgeräte Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8185,Wimtec Elektronische Steuerungs- und Messgeräte GmbH,,Innovationsdienstleistung für Unternehmen,,19000.0,,,19000.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8186,WimTec Elektronische Steuerungs- und Messgeräte GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,272000.0,,,272000.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8187,WimTec Elektronische Steuerungs- und Messgeräte GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,85805.44,,,85805.44,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8188,WimTec Sanitärprodukte GmbH,,Innovationsdienstleistung für Unternehmen,,14250.0,,,14250.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8189,WimTec Sanitärprodukte GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,67671.54,,,67671.54,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8190,WimTec Sanitärprodukte GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,170938.0,,,170938.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8191,WimTec Sanitärprodukte GmbH,,Innovationsdienstleistung für Unternehmen,,1800.0,,,1800.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8192,WimTec Sanitärprodukte GmbH,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8193,Wind Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8194,Windbichler Georg,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8195,Windbichler Martin,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8196,Windbichler Martin,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8197,Windbrechtinger Franz,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8198,Windholz Ernest,,Innovationsdienstleistung für Unternehmen,,552.5,,,552.5,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8199,Windhör Christoph,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8200,Windisch GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8201,Windisch GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8202,Windisch Manuela,,Innovationsdienstleistung für Unternehmen,,180.0,,,180.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8203,Windkraft Simonsfeld AG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8204,Windkraft Simonsfeld AG,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8205,Windkraft Simonsfeld GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8206,Winfried Schmelz Baumeister,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8207,Winfried Schmelz Baumeister,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8208,Wingelhofer & Söhne GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8209,Winkler Franz,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8210,Winkler Franz Alois,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8211,Winkler Martina,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8212,Winkler Martina,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8213,Winkler Martina,,Innovationsdienstleistung für Unternehmen,,1600.0,,,1600.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8214,Winter Transporte GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8215,Winterleitner Max,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8216,Wintersperger Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8217,Wintersperger Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8218,WIPAmedia GmbH & Co KG,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8219,wiredworks filmtechnik GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8220,wiredworks filmtechnik GmbH,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8221,Wirlinger Bauunternehmen GmbH & Co KG,,Innovationsdienstleistung für Unternehmen,,48803.0,,,48803.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8222,Wirtex GmbH,,Innovationsdienstleistung für Unternehmen,,1350.0,,,1350.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8223,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,5122367.54,,,5122367.54,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8224,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,41530.35,,,41530.35,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8225,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,81961.59,,,81961.59,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8226,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,64652.13,,,64652.13,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8227,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,74787.69,,,74787.69,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8228,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,61635.1,,,61635.1,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8229,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,83691.27,,,83691.27,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8230,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,68550.65,,,68550.65,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8231,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,79622.97,,,79622.97,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8232,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,77010.86,,,77010.86,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8233,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,89074.73,,,89074.73,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8234,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,78383.95,,,78383.95,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8235,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,61710.67,,,61710.67,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8236,Wirtschaftskammer Niederösterreich,,Innovationsdienstleistung für Unternehmen,,56610.37,,,56610.37,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8237,Wirtschaftskammer Wien,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8238,Wirtschaftskammer Wien,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8239,Wischenbart Hannes,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8240,WIT Installationen GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8241,Withalm Elisabeth,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8242,Wittek Günter,,Innovationsdienstleistung für Unternehmen,,510.0,,,510.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8243,Wittek Günter,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8244,Wittek Günter,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8245,Wittmann Battenfeld GmbH,,Betriebliches Forschungs- und Entwicklungsprojekt,,519361.76,,,519361.76,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8246,Wittmann Battenfeld GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8247,Wittmann Holz Gesellschaft m.b.H.,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8248,Wittur GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8249,Wittur GmbH,,Innovationsdienstleistung für Unternehmen,,1200.0,,,1200.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8250,Wittur GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8251,Wittur GmbH,,Innovationsdienstleistung für Unternehmen,,680.0,,,680.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8252,Witzmann Gerhard,,Innovationsdienstleistung für Unternehmen,,720.0,,,720.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
8253,Witzmann Gerhard,,Innovationsdienstleistung für Unternehmen,,2700.0,,,2700.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
